date,mean_temp,max_temp,max_temp_time,min_temp,min_temp_time,sum_rain,sun_time,mean_humid,area
2022-05-9,18.9,22.5,0,15.9,0,0.0,7.3,64,福岡
2022-05-10,20.0,25.3,0,16.0,0,0.5,2.5,62,福岡
2022-05-11,21.1,25.6,0,18.3,0,6.0,0.1,83,福岡
2022-05-12,21.2,23.3,0,19.4,0,4.5,0.0,87,福岡
2022-05-13,19.1,20.5,0,17.5,0,26.0,0.0,96,福岡
2022-05-14,18.5,22.0,0,16.2,0,1.0,9.2,72,福岡
2022-05-15,17.9,21.0,0,15.3,0,--,2.1,63,福岡
2022-05-16,18.4,22.5,0,15.4,0,--,6.7,62,福岡
2022-05-17,20.1,25.5,0,15.0,0,--,12.2,52,福岡
2022-05-18,21.0,27.0,0,14.2,0,--,13.1,47,福岡
2022-05-19,20.9,26.8,0,16.0,0,--,5.7,48,福岡
2022-05-20,21.2,24.3,0,19.0,0,0.0,0.0,54,福岡
2022-05-21,21.0,25.1,0,16.6,0,--,12.1,64,福岡
2022-05-22,23.4,29.4,0,17.3,0,--,13.1,52,福岡
2022-05-23,22.1,25.1,0,19.1,0,--,3.3,68,福岡
2022-05-24,23.4,28.6,0,19.0,0,--,12.0,68,福岡
2022-05-25,24.0,29.2,0,20.8,0,0.0,11.2,64,福岡
2022-05-26,21.8,24.5,0,20.0,0,1.5,0.2,78,福岡
2022-05-27,23.5,29.0,0,17.5,0,--,13.3,46,福岡
2022-05-28,24.2,30.6,0,18.9,0,--,8.6,46,福岡
2022-05-29,23.8,28.5,0,19.0,0,0.0,10.2,47,福岡
2022-05-30,21.9,25.9,0,17.9,0,5.5,0.7,84,福岡
2022-05-31,22.6,26.8,0,20.4,0,--,8.8,68,福岡
2022-05-1,16.3,21.0,0,12.9,0,--,6.1,59,佐賀
2022-05-2,16.6,23.1,0,10.0,0,--,11.1,61,佐賀
2022-05-3,17.1,23.9,0,10.8,0,--,12.9,56,佐賀
2022-05-4,18.0,24.8,0,10.7,0,--,11.8,58,佐賀
2022-05-5,20.5,26.5,0,13.2,0,--,10.3,59,佐賀
2022-05-6,19.7,22.7,0,17.2,0,0.5,1.1,80,佐賀
2022-05-7,21.8,27.3,0,17.1,0,--,7.7,72,佐賀
2022-05-8,21.2,27.9,0,17.0,0,0.0,12.1,65,佐賀
2022-05-9,19.7,26.0,0,15.9,0,0.0,2.5,64,佐賀
2022-05-10,21.1,26.5,0,17.1,0,0.0,3.1,60,佐賀
2022-05-11,21.4,24.5,0,18.6,0,9.5,0.2,83,佐賀
2022-05-12,21.1,24.0,0,19.2,0,13.0,0.7,90,佐賀
2022-05-13,20.0,21.3,0,19.3,0,24.0,0.0,94,佐賀
2022-05-14,19.7,24.1,0,15.7,0,--,10.9,59,佐賀
2022-05-15,17.0,21.5,0,13.0,0,0.0,0.4,64,佐賀
2022-05-16,18.3,22.8,0,14.2,0,--,2.8,57,佐賀
2022-05-17,19.7,26.9,0,13.2,0,--,10.1,47,佐賀
2022-05-18,21.1,28.5,0,13.8,0,--,12.4,40,佐賀
2022-05-19,20.7,26.9,0,14.8,0,--,2.0,50,佐賀
2022-05-20,20.1,23.7,0,17.6,0,0.0,0.3,63,佐賀
2022-05-21,22.0,28.7,0,16.0,0,--,10.4,56,佐賀
2022-05-22,22.6,29.5,0,15.7,0,--,13.1,58,佐賀
2022-05-23,22.2,27.7,0,17.6,0,--,1.8,65,佐賀
2022-05-24,24.6,32.3,0,18.1,0,--,12.0,60,佐賀
2022-05-25,25.0,31.7,0,20.1,0,0.0,10.9,60,佐賀
2022-05-26,21.7,24.1,0,20.1,0,1.0,0.0,84,佐賀
2022-05-27,22.7,29.1,0,15.6,0,--,13.4,53,佐賀
2022-05-28,23.0,29.6,0,16.5,0,--,8.3,56,佐賀
2022-05-29,23.7,30.0,0,17.4,0,2.0,8.7,50,佐賀
2022-05-30,20.6,24.3,0,16.8,0,7.0,0.3,91,佐賀
2022-05-31,23.6,29.1,0,19.8,0,0.0,9.7,58,佐賀
2022-05-1,15.2,20.3,0,12.6,0,7.5,4.2,76,和歌山
2022-05-2,14.6,21.2,0,9.1,0,0.0,11.8,62,和歌山
2022-05-3,15.1,20.2,0,10.3,0,--,12.1,54,和歌山
2022-05-4,17.1,22.8,0,10.2,0,--,11.7,55,和歌山
2022-05-5,18.2,22.6,0,11.8,0,--,10.7,63,和歌山
2022-05-6,18.6,23.2,0,15.0,0,--,4.5,70,和歌山
2022-05-7,20.4,26.5,0,14.0,0,0.0,12.1,66,和歌山
2022-05-8,18.7,22.5,0,15.9,0,--,12.0,44,和歌山
2022-05-9,15.0,18.5,0,12.9,0,2.0,0.3,59,和歌山
2022-05-10,17.3,23.0,0,12.7,0,--,3.8,67,和歌山
2022-05-11,19.0,23.6,0,16.6,0,0.0,3.0,78,和歌山
2022-05-12,19.0,21.2,0,18.1,0,50.0,0.0,94,和歌山
2022-05-13,19.7,21.4,0,18.5,0,20.0,0.0,95,和歌山
2022-05-14,20.0,23.2,0,16.7,0,9.5,4.3,80,和歌山
2022-05-15,16.9,20.3,0,13.1,0,0.0,1.5,60,和歌山
2022-05-16,17.5,21.1,0,14.6,0,--,0.6,69,和歌山
2022-05-17,17.6,21.9,0,15.2,0,--,1.6,74,和歌山
2022-05-18,19.7,27.2,0,13.6,0,--,12.1,60,和歌山
2022-05-19,20.3,27.8,0,13.6,0,--,9.3,53,和歌山
2022-05-20,20.4,25.1,0,16.3,0,--,0.6,58,和歌山
2022-05-21,18.8,22.3,0,16.4,0,0.0,0.0,74,和歌山
2022-05-22,21.1,28.0,0,15.1,0,--,12.9,66,和歌山
2022-05-23,22.7,26.5,0,18.3,0,--,8.9,53,和歌山
2022-05-24,21.9,26.1,0,16.2,0,--,13.3,62,和歌山
2022-05-25,22.7,26.7,0,18.3,0,--,12.1,67,和歌山
2022-05-26,22.0,26.9,0,18.2,0,39.5,6.3,76,和歌山
2022-05-27,22.2,27.9,0,18.5,0,1.5,9.5,73,和歌山
2022-05-28,23.7,29.2,0,18.2,0,--,13.4,57,和歌山
2022-05-29,23.7,30.2,0,17.8,0,--,13.0,53,和歌山
2022-05-30,21.3,26.2,0,17.8,0,17.0,3.0,70,和歌山
2022-05-31,22.0,27.2,0,19.0,0,2.5,5.6,73,和歌山
2022-05-1,14.5,17.9,0,11.6,0,17.0,1.9,82,神戸
2022-05-2,14.0,18.8,0,9.5,0,0.5,10.0,59,神戸
2022-05-3,14.7,17.9,0,10.4,0,--,12.8,54,神戸
2022-05-4,17.4,21.5,0,12.9,0,--,11.9,64,神戸
2022-05-5,19.1,24.1,0,15.0,0,--,11.4,63,神戸
2022-05-6,20.1,24.7,0,17.0,0,--,7.9,61,神戸
2022-05-7,21.1,26.1,0,16.9,0,0.0,12.0,61,神戸
2022-05-8,18.1,22.0,0,15.5,0,--,11.6,39,神戸
2022-05-9,15.7,17.2,0,14.0,0,0.0,0.0,52,神戸
2022-05-10,18.2,23.6,0,12.1,0,--,8.3,59,神戸
2022-05-11,20.2,24.0,0,17.1,0,1.0,4.6,69,神戸
2022-05-12,19.9,21.6,0,18.9,0,14.5,0.0,85,神戸
2022-05-13,20.5,21.9,0,19.4,0,21.5,0.0,89,神戸
2022-05-14,19.9,21.8,0,17.0,0,10.0,1.3,75,神戸
2022-05-15,17.4,19.9,0,13.7,0,0.0,0.7,51,神戸
2022-05-16,18.2,21.1,0,15.6,0,--,1.7,59,神戸
2022-05-17,18.2,20.5,0,16.3,0,--,1.7,69,神戸
2022-05-18,20.2,25.5,0,14.9,0,--,11.9,52,神戸
2022-05-19,21.0,26.6,0,17.1,0,--,10.0,56,神戸
2022-05-20,21.5,25.2,0,19.0,0,--,0.3,55,神戸
2022-05-21,19.9,22.4,0,18.0,0,0.0,0.1,66,神戸
2022-05-22,20.8,25.2,0,16.6,0,0.5,12.8,65,神戸
2022-05-23,22.2,25.3,0,18.7,0,0.0,10.4,56,神戸
2022-05-24,22.3,27.5,0,18.5,0,--,13.2,57,神戸
2022-05-25,23.3,27.4,0,20.1,0,--,12.7,65,神戸
2022-05-26,22.5,26.0,0,19.8,0,8.5,5.7,74,神戸
2022-05-27,21.9,26.1,0,18.8,0,10.5,10.4,70,神戸
2022-05-28,23.6,27.2,0,19.4,0,0.0,13.2,52,神戸
2022-05-29,24.1,30.6,0,19.8,0,--,13.1,53,神戸
2022-05-30,22.0,25.8,0,18.3,0,7.5,3.8,66,神戸
2022-05-31,20.5,24.9,0,17.6,0,1.0,4.4,74,神戸
2022-05-1,6.0,10.3,0,2.6,0,2.0,0.0,76,帯広
2022-05-2,9.2,16.0,0,4.9,0,1.0,7.0,68,帯広
2022-05-3,8.4,15.1,0,1.1,0,0.0,7.9,64,帯広
2022-05-4,8.9,16.2,0,4.4,0,0.5,4.8,72,帯広
2022-05-5,8.2,15.6,0,3.7,0,--,10.1,71,帯広
2022-05-6,12.7,24.9,0,4.3,0,--,9.8,69,帯広
2022-05-7,14.0,21.4,0,8.1,0,0.0,3.3,82,帯広
2022-05-8,11.5,16.7,0,6.2,0,4.0,8.4,57,帯広
2022-05-9,11.0,17.7,0,1.9,0,0.0,8.6,48,帯広
2022-05-10,16.0,26.4,0,2.3,0,--,13.5,41,帯広
2022-05-11,14.6,27.4,0,5.9,0,--,12.5,59,帯広
2022-05-12,14.5,23.4,0,8.0,0,0.0,2.9,76,帯広
2022-05-13,12.7,16.6,0,10.4,0,1.5,0.0,94,帯広
2022-05-14,13.8,18.6,0,10.2,0,5.5,1.6,84,帯広
2022-05-15,12.6,19.4,0,6.4,0,0.0,10.4,60,帯広
2022-05-16,13.2,22.4,0,3.5,0,--,12.6,58,帯広
2022-05-17,12.5,22.4,0,4.0,0,--,12.7,65,帯広
2022-05-18,13.0,22.6,0,5.4,0,--,13.3,71,帯広
2022-05-19,13.2,23.8,0,3.7,0,0.0,8.1,71,帯広
2022-05-20,16.7,24.1,0,10.1,0,0.0,8.8,63,帯広
2022-05-21,15.3,24.7,0,9.3,0,--,11.8,76,帯広
2022-05-22,13.7,16.5,0,11.0,0,2.5,0.2,93,帯広
2022-05-23,14.5,20.9,0,11.7,0,7.0,2.3,90,帯広
2022-05-24,16.8,26.3,0,10.6,0,--,11.2,74,帯広
2022-05-25,14.0,21.6,0,9.4,0,--,13.6,81,帯広
2022-05-26,14.9,23.8,0,10.0,0,--,7.1,86,帯広
2022-05-27,15.0,20.2,0,12.6,0,18.0,0.1,96,帯広
2022-05-28,14.5,16.8,0,12.5,0,3.0,0.0,90,帯広
2022-05-29,15.8,20.3,0,11.6,0,0.0,10.7,62,帯広
2022-05-30,14.5,20.9,0,9.6,0,--,13.5,67,帯広
2022-05-31,9.2,11.4,0,7.3,0,14.5,0.0,97,帯広
2022-05-1,12.7,16.8,0,10.8,0,12.0,0.0,83,東京
2022-05-2,13.3,19.4,0,9.5,0,1.0,4.1,74,東京
2022-05-3,15.2,20.4,0,9.3,0,--,12.3,63,東京
2022-05-4,17.9,25.0,0,10.8,0,--,12.4,60,東京
2022-05-5,19.8,26.3,0,13.6,0,--,11.8,65,東京
2022-05-6,19.5,24.5,0,15.2,0,--,7.9,71,東京
2022-05-7,18.5,22.8,0,15.4,0,7.5,0.8,87,東京
2022-05-8,18.3,22.5,0,16.2,0,0.0,5.1,59,東京
2022-05-9,14.1,17.3,0,11.2,0,8.0,0.0,80,東京
2022-05-10,16.5,23.0,0,11.2,0,0.5,11.4,64,東京
2022-05-11,18.7,24.6,0,13.0,0,--,9.9,63,東京
2022-05-12,19.4,25.0,0,16.3,0,2.0,1.3,87,東京
2022-05-13,18.8,20.6,0,17.3,0,28.5,0.0,100,東京
2022-05-14,21.8,25.6,0,19.6,0,9.5,1.8,87,東京
2022-05-15,17.5,19.9,0,14.7,0,1.0,0.0,67,東京
2022-05-16,14.5,15.6,0,13.2,0,7.5,0.0,95,東京
2022-05-17,15.7,18.2,0,13.7,0,0.5,0.0,90,東京
2022-05-18,18.8,24.9,0,13.4,0,--,11.8,73,東京
2022-05-19,20.5,26.6,0,14.2,0,--,9.2,60,東京
2022-05-20,21.2,25.9,0,16.3,0,--,5.1,72,東京
2022-05-21,18.2,20.7,0,15.0,0,39.5,0.0,91,東京
2022-05-22,19.0,25.9,0,14.0,0,1.5,5.4,79,東京
2022-05-23,19.6,26.1,0,16.0,0,0.5,6.7,72,東京
2022-05-24,20.9,26.2,0,16.5,0,--,10.8,72,東京
2022-05-25,21.8,27.0,0,18.0,0,--,8.8,71,東京
2022-05-26,21.6,26.2,0,17.2,0,0.0,8.3,72,東京
2022-05-27,21.0,24.6,0,19.2,0,59.5,1.2,91,東京
2022-05-28,22.4,27.7,0,16.8,0,--,10.1,62,東京
2022-05-29,24.1,31.2,0,16.6,0,--,13.3,53,東京
2022-05-30,22.3,27.8,0,18.8,0,--,11.4,70,東京
2022-05-31,18.7,20.4,0,16.6,0,19.0,0.2,91,東京
